categoryName;subcategoryName;lex;titleFr;titleEn;resp;effectiveDate;revisionDate;urlFr;urlEn;descriptionFr;descriptionEn;descFRHTML;descENHTML
Gouvernance;Sécurité;1.5.11;Concept de sécurité de l’EPFL pour les laboratoires travaillant avec du matériel biologique;EPFL Security concept for laboratories working with biological materials;Eric Du Pasquier;01.01.2017;13.04.2018;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/LEX-1.5.11.pdf;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/LEX-1.5.11_EN.pdf;Ce texte légal rappelle l’organisation et les responsabilités générales en matière de sécurité biologiques à l’EPFL. Il précise les règles d’utilisations du matériel biologique. De plus il règle le transport et les infrastructures nécessaires.;This legal text recalls the organisation and general responsibilities regarding biological safety at EPFL. It defines the terms of use for biological material. Additionally, it provides regulations concerning necessary transport and infrastructures.;Ce texte légal rappelle l’organisation et les responsabilités générales en matière de sécurité biologiques à l’EPFL. Il précise les règles d’utilisations du matériel biologique. De plus il règle le transport et les infrastructures nécessaires.;This legal text recalls the organisation and general responsibilities regarding biological safety at EPFL. It defines the terms of use for biological material. Additionally, it provides regulations concerning necessary transport and infrastructures.
Gouvernance;Audits;1.6.0.1;Loi fédérale sur le Contrôle fédéral des finances;Loi fédérale sur le Contrôle fédéral des finances;Caroline Kuyper;28.06.1967;01.01.2018;https://www.admin.ch/opc/fr/classified-compilation/19670112/index.html;https://www.admin.ch/opc/fr/classified-compilation/19670112/index.html;Le Contrôle fédéral des Finances (CdF) est l’organe suprême de la Confédération en matière de surveillance financière.;The Swiss Federal Audit Office (CdF) is the Confederation’s supreme body of financial control.;Le Contrôle fédéral des Finances (CdF) est l’organe suprême de la Confédération en matière de surveillance financière.;The Swiss Federal Audit Office (CdF) is the Confederation’s supreme body of financial control.
Gouvernance;Audits;1.6.0.2;Ordonnance du Conseil des EPF sur l'audit interne du domaine des EPF;Ordonnance du Conseil des EPF sur l'audit interne du domaine des EPF;Caroline Kuyper;05.02.2004;01.09.2018;https://www.admin.ch/opc/fr/classified-compilation/20040098/index.html;https://www.admin.ch/opc/fr/classified-compilation/20040098/index.html;Le service d’audit interne exerce la révision interne des EPF et des établissements de recherche du domaine des EPF, conformément à l’art. 11 de la loi du 28 juin 1967 sur le Contrôle des finances.;The Internal Audit Team carries out the internal auditing of the EPFs and research institutions of the EPF Domain, in accordance with Art. 11 of the law on financial control of 28 June 1967.;Le service d’audit interne exerce la révision interne des EPF et des établissements de recherche du domaine des EPF, conformément à l’art. 11 de la loi du 28 juin 1967 sur le Contrôle des finances.;The Internal Audit Team carries out the internal auditing of the EPFs and research institutions of the EPF Domain, in accordance with Art. 11 of the law on financial control of 28 June 1967.
Gouvernance;Système de contrôle interne;1.7.1;Directive concernant le système de contrôle interne (SCI) à l’EPFL;Directive on the Internal Control System (ICS) at EPFL;Caroline Kuyper;30.08.2010;03.09.2018;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/1.7.1_dir_systeme_controle_interne_fr.pdf;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/1.7.1_dir_systeme_controle_interne_an.pdf;"Le système de contrôle interne de l’EPFL, ci-après « SCI », encadre les risques sur processus de gestion ayant une incidence sur les états financiers, et assure la mise en place de contrôles de conduite assurant un niveau de risque acceptable. Ce système sert à garantir un déroulement conforme des opérations financières à l’EPFL. 

Le SCI de l’EPFL est piloté par un comité ad hoc, le Comité SCI (ci-après CSCI), responsable de la mise en œuvre et la maintenance du SCI. Le fonctionnement du CSCI est décrit dans le Règlement  d’organisation du Risk Management de l’EPFL (LEX 1.4.3).";"The EPFL Internal Control System (hereafter ICS) manages the risks caused by management processes affecting the financial statements, and ensures the implementation of key controls guaranteeing an acceptable risk level. This system ensures that financial operations are correctly carried out at EPFL.

The EPFL ICS is directed by an ad hoc committee, ICS Committee (hereafter ICSC), responsible for the implementation and maintenance of the ICS. The functioning of the ICSC is described in the Organisation Regulations of Risk Management at EPFL (LEX 1.4.3).";"Le système de contrôle interne de l’EPFL, ci-après « SCI », encadre les risques sur processus de gestion ayant une incidence sur les états financiers, et assure la mise en place de contrôles de conduite assurant un niveau de risque acceptable. Ce système sert à garantir un déroulement conforme des opérations financières à l’EPFL. 

Le SCI de l’EPFL est piloté par un comité ad hoc, le Comité SCI (ci-après CSCI), responsable de la mise en œuvre et la maintenance du SCI. Le fonctionnement du CSCI est décrit dans le Règlement  d’organisation du Risk Management de l’EPFL (LEX 1.4.3).";"The EPFL Internal Control System (hereafter ICS) manages the risks caused by management processes affecting the financial statements, and ensures the implementation of key controls guaranteeing an acceptable risk level. This system ensures that financial operations are correctly carried out at EPFL.

The EPFL ICS is directed by an ad hoc committee, ICS Committee (hereafter ICSC), responsible for the implementation and maintenance of the ICS. The functioning of the ICSC is described in the Organisation Regulations of Risk Management at EPFL (LEX 1.4.3)."
Gouvernance;Compliance Guide;1.12.1;Compliance Guide;Compliance Guide;Françoise Chardonnens;01.02.2019;01.02.2019;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/ComplianceGuideEPFL_FR.pdf;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/ComplianceGuideEPFL_EN.pdf;Le Compliance Guide de l’EPFL – ou Code de bonnes pratiques – contient l’essentiel des règles, usages et valeurs en vigueur à l’EPFL. Il offre à chacun un cadre de référence auquel se fier pour réaliser son travail à l’EPFL en toute liberté, c’est-à-dire en connaissant les principes de base qui régissent notre institution, la manière de les appliquer et les responsables à même de répondre à toute question.;This Compliance Guide sets out the main rules, practices and values governing EPFL. It serves as a reference for all members of the EPFL community, enabling them to carry out their work with confidence, fully aware of our school’s guiding principles, how to apply them and whom to contact with questions.;Le Compliance Guide de l’EPFL – ou Code de bonnes pratiques – contient l’essentiel des règles, usages et valeurs en vigueur à l’EPFL. Il offre à chacun un cadre de référence auquel se fier pour réaliser son travail à l’EPFL en toute liberté, c’est-à-dire en connaissant les principes de base qui régissent notre institution, la manière de les appliquer et les responsables à même de répondre à toute question.;This Compliance Guide sets out the main rules, practices and values governing EPFL. It serves as a reference for all members of the EPFL community, enabling them to carry out their work with confidence, fully aware of our school’s guiding principles, how to apply them and whom to contact with questions.
Gouvernance;Compliance Guide;1.12.2;Instructions de travail du GeC concernant les informations générales relatives aux contrats ;GeC Working instructions concerning general information relating to contracts;Françoise Chardonnens;18.10.2018;18.02.2019;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/Instructions_contrats_FR.pdf;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/Instructions_contrats_EN.pdf;"Ces instructions de travail ont pour but de guider les collaborateurs lors de rédaction de contrats.
Annexe 1 (https://polylex.epfl.ch/wp-content/uploads/2019/01/Instructions_contrats_FR_annexe.pdf)
Annexe 2: fiche de présentation (https://polylex.epfl.ch/wp-content/uploads/2019/05/Instructions_contrats_FR_annexe2.docx)";"These working instructions are intended to serve as a guide for employees for the drafting of contracts.
Annex 1 (https://polylex.epfl.ch/wp-content/uploads/2019/01/Instructions_contrats_FR_annexe.pdf)
Annex 2: Presentation sheet (https://polylex.epfl.ch/wp-content/uploads/2019/05/Instructions_contrats_EN_annexe2.docx)";"<p>Ces instructions de travail ont pour but de guider les collaborateurs lors de r&eacute;daction de contrats.<br /><a href=""https://polylex.epfl.ch/wp-content/uploads/2019/01/Instructions_contrats_FR_annexe.pdf"">Annexe 1</a><br /><a href=""https://polylex.epfl.ch/wp-content/uploads/2019/05/Instructions_contrats_FR_annexe2.docx"">Annexe 2: fiche de pr&eacute;sentation</a></p>";"<p>These working instructions are intended to serve as a guide for employees for the drafting of contracts.<br /><a href=""https://polylex.epfl.ch/wp-content/uploads/2019/01/Instructions_contrats_FR_annexe.pdf"">Annex 1</a><br /><a href=""https://polylex.epfl.ch/wp-content/uploads/2019/05/Instructions_contrats_EN_annexe2.docx"">Annex 2: Presentation sheet</a> </p>"
Gouvernance;Compliance Guide;1.12.3;Instructions de travail du GeC spécifiques aux contrats de mandat et de consulting ;GeC working instructions specific to contracts of mandate and consulting agreements;Françoise Chardonnens;18.02.2019;18.02.2019;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/Instructions-mandats.pdf;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/Instructions-mandats_EN.pdf;Ces instructions de travail ont pour but de guider les collaborateurs lors de rédaction de contrats de mandat et de consulting.;These working instructions are intended to serve as a guide for employees for the drafting of contracts of mandate and consulting agreements.;Ces instructions de travail ont pour but de guider les collaborateurs lors de rédaction de contrats de mandat et de consulting.;These working instructions are intended to serve as a guide for employees for the drafting of contracts of mandate and consulting agreements.
Gouvernance;Instances d'alerte;1.8.0.1;Directives du Conseil des EPF sur le traitement des signalements faits par des employés du Domaine des EPF et concernant des comportements juridiquement ou éthiquement incorrects;Directives du Conseil des EPF sur le traitement des signalements faits par des employés du Domaine des EPF et concernant des comportements juridiquement ou éthiquement incorrects;Françoise Chardonnens;23.05.2012;01.08.2017;https://www.ethrat.ch/sites/default/files/Weisungen_Ombudsstelle_f.pdf;https://www.ethrat.ch/sites/default/files/Weisungen_Ombudsstelle_f.pdf;Les directives fixent dans les grandes lignes la procédure à suivre lorsque les employés du Domaine des EPF signalent un comportement juridiquement ou éthiquement incorrect (ci-après «signalement») dont ils ont eu connaissance dans le cadre de leur activité au sein du Domaine des EPF.;The directives outline the procedure to be followed when employees of the ETH domain report behaviour which is legally or ethically inappropriate (hereinafter “whistleblowing”) of which they have become aware in the context of their activity within the ETH domain.;Les directives fixent dans les grandes lignes la procédure à suivre lorsque les employés du Domaine des EPF signalent un comportement juridiquement ou éthiquement incorrect (ci-après «signalement») dont ils ont eu connaissance dans le cadre de leur activité au sein du Domaine des EPF.;The directives outline the procedure to be followed when employees of the ETH domain report behaviour which is legally or ethically inappropriate (hereinafter “whistleblowing”) of which they have become aware in the context of their activity within the ETH domain.
Gouvernance;Instances d'alerte;1.8.0.2;Directives du Conseil des EPF concernant le devoir d’information des EPF et des établissements de recherche en cas d’incidents particuliers;Directives du Conseil des EPF concernant le devoir d’information des EPF et des établissements de recherche en cas d’incidents particuliers;Françoise Chardonnens;05.07.2017;05.07.2017;https://www.ethrat.ch/sites/default/files/Directives_information.pdf;https://www.ethrat.ch/sites/default/files/Directives_information.pdf;Les directives définissent quels actes doivent être annoncés par le Président de l’EPFL à la Présidence du Conseil des EPF et la procédure à suivre pour ce faire.;These directives define which behaviors must be reported by the President of the EPFL to the Presidency of the ETH Board. And the procedure to follow.;Les directives définissent quels actes doivent être annoncés par le Président de l’EPFL à la Présidence du Conseil des EPF et la procédure à suivre pour ce faire.;These directives define which behaviors must be reported by the President of the EPFL to the Presidency of the ETH Board. And the procedure to follow.
Gouvernance;Instances d'alerte;1.8.1;Directive sur le processus de whistleblowing à l’EPFL;Directive concerning whistleblowing at EPFL;Françoise Chardonnens;14.08.2017;28.08.2019;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/1.8.1_dir_processus_alerte_fr.pdf;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/1.8.1_dir_whistleblowing_en.pdf;"Le dispositif et la procédure d’alerte (« to blow the whistle » qui signifie littéralement « siffler » comme l’arbitre de football siffle une faute sur le terrain) vont permettre à l’EPFL d’être informée le plus tôt possible d’éventuels dysfonctionnements graves.
Ce document (https://polylex.epfl.ch/wp-content/uploads/2019/01/LEX-1.8.1_annexe.pdf) présente les droits des personnes touchées par une enquête administrative.";"Implementation of the whistleblowing procedure allows EPFL members to report any serious misconduct that may occur as soon as possible.
This document (https://polylex.epfl.ch/wp-content/uploads/2019/01/LEX-1.8.1_annexe_EN.pdf) presents the rights of individuals affected by an administrative enquiry.";"<p>Le dispositif et la proc&eacute;dure d&rsquo;alerte (&laquo; to blow the whistle &raquo; qui signifie litt&eacute;ralement &laquo; siffler &raquo; comme l&rsquo;arbitre de football siffle une faute sur le terrain) vont permettre &agrave; l&rsquo;EPFL d&rsquo;&ecirc;tre inform&eacute;e le plus t&ocirc;t possible d&rsquo;&eacute;ventuels dysfonctionnements graves.<br />Ce <a href=""https://polylex.epfl.ch/wp-content/uploads/2019/01/LEX-1.8.1_annexe.pdf"">document</a> pr&eacute;sente les droits des personnes touch&eacute;es par une enqu&ecirc;te administrative.</p>";"<p>Implementation of the whistleblowing procedure allows EPFL members to report any serious misconduct that may occur as soon as possible.<br />This <a href=""https://polylex.epfl.ch/wp-content/uploads/2019/01/LEX-1.8.1_annexe_EN.pdf"">document</a> presents the rights of individuals affected by an administrative enquiry.</p>"
Gouvernance;Conférences et commissions;1.9.1;Règlement de la Conférence des Directeurs de section de l'EPFL;Regulations concerning the EPFL Section Directors’ Conference;Daniel Chuard;01.01.2005;01.01.2017;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/1.9.1_r_Conference_-dir_section_fr.pdf;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/1.9.1_r_Conference_-dir_section_an.pdf;Ce règlement informe sur la composition et le fonctionnement de la Conférence des directeurs de section et de son bureau. Il fixe la fréquence des séances, les tâches et les responsabilités.;These regulations concern the composition and functioning of the Section Directors’ Conference and its bureau. They determine the frequency of its meetings, its tasks and responsibilities;Ce règlement informe sur la composition et le fonctionnement de la Conférence des directeurs de section et de son bureau. Il fixe la fréquence des séances, les tâches et les responsabilités.;These regulations concern the composition and functioning of the Section Directors’ Conference and its bureau. They determine the frequency of its meetings, its tasks and responsibilities
Gouvernance;Conférences et commissions;1.9.2;Règlement de la Commission de restauration de l’EPFL;Rules of Procedure of the EPFL Catering Committee;Bruno Rossignol;07.11.2005;01.01.2017;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/1.9.2_r_commission_de_restauration_EPFL_fr.pdf;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/1.9.2_r_commission_de_restauration_EPFL_an.pdf;La Commission de restauration est l’organe de consultations et de propositions chargé par la Direction de l’EPFL d’étudier les problèmes d’intérêts généraux liés à la restauration. C’est elle qui est sollicitée pour apporter toute idée d’amélioration en la matière.;The catering committee is the consultation and proposal body assigned by the EPFL Direction to study problems of general interest connected with catering. It is responsible for making proposals regarding possible improvements in this area.;La Commission de restauration est l’organe de consultations et de propositions chargé par la Direction de l’EPFL d’étudier les problèmes d’intérêts généraux liés à la restauration. C’est elle qui est sollicitée pour apporter toute idée d’amélioration en la matière.;The catering committee is the consultation and proposal body assigned by the EPFL Direction to study problems of general interest connected with catering. It is responsible for making proposals regarding possible improvements in this area.
Gouvernance;Conférences et commissions;1.9.3;Règlement du Comité de pilotage du calcul scientifique – CoPil HPC ;Regulations of the Steering Committee for High Performance computing – CoPil HPC ;Jan. S. Hesthaven;01.05.2013;01.01.2017;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/1.9.3_r_copil_calcul_scientifique_fr.pdf;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/1.9.3_r_copil_calcul_scientifique_an.pdf;Ce règlement définit les missions et l’organisation du Comité de pilotage du calcul scientifique (CoPil HPC). Le lien suivant Politique HPC (http://hpc.epfl.ch/pdf/politique_CSE.pdf) vous permettra de trouver tous les renseignements concernant la politique HPC.;These regulations define the missions and organisation of the Steering Committee for Scientific Computing (CoPil HPC). The following link HPC Policy (http://hpc.epfl.ch/pdf/CSE_policy.pdf) will allow to find all details of the Scientific Computing policy.;"<p>Ce r&egrave;glement d&eacute;finit les missions et l&rsquo;organisation du Comit&eacute; de pilotage du calcul scientifique (CoPil HPC). Le lien suivant <a href=""http://hpc.epfl.ch/pdf/politique_CSE.pdf"">Politique HPC</a> vous permettra de trouver tous les renseignements concernant la politique HPC.</p>";"<p>These regulations define the missions and organisation of the Steering Committee for Scientific Computing (CoPil HPC). The following link <a href=""http://hpc.epfl.ch/pdf/CSE_policy.pdf"">HPC Policy</a> will allow to find all details of the Scientific Computing policy.</p>"
Formation;Admission EPFL;2.1.0.1;Ordonnance concernant l'admission à l'Ecole polytechnique fédérale de Lausanne;Ordonnance concernant l'admission à l'Ecole polytechnique fédérale de Lausanne;Denise Flury;08.05.1995;01.12.2015;https://www.admin.ch/opc/fr/classified-compilation/19994964/index.html;https://www.admin.ch/opc/fr/classified-compilation/19994964/index.html;"Enonce les conditions à remplir pour pouvoir être admis à entrer à l’EPFL, soit en 1ère année, soit au master.
Elle règle en outre toutes les modalités de l’examen d’admission pour les candidats qui y sont soumis avant de pouvoir entrer en 1ère année.";"States the conditions to be fulfilled for admission to EPFL, as either a first-year or Master student.
It also stipulates all the conditions concerning the entrance examination for candidates who must take this examination in order to be admitted to their first year of studies.";"Enonce les conditions à remplir pour pouvoir être admis à entrer à l’EPFL, soit en 1ère année, soit au master.
Elle règle en outre toutes les modalités de l’examen d’admission pour les candidats qui y sont soumis avant de pouvoir entrer en 1ère année.";"States the conditions to be fulfilled for admission to EPFL, as either a first-year or Master student.
It also stipulates all the conditions concerning the entrance examination for candidates who must take this examination in order to be admitted to their first year of studies."
Formation;Admission EPFL;2.1.1;Directive sur la mobilité à l’EPFL ;Directive concerning mobility at EPFL;Denise Flury;01.01.2012;13.04.2018;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/2.1.1_dir_mobilite_et_admission_master_fr.pdf;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/2.1.1_dir_mobilite_et_admission_master_en.pdf;"Cette directive expose en préambule la vision qu’a la Direction de l’EPFL de la mobilité des étudiants.
Puis elle expose les règles applicables à la mobilité verticale – c’est-à-dire l’admission aux études de master de l’EPFL  des étudiants externes – et finalement les principes applicables à la mobilité horizontale, c’est-à-dire celle consistant pour un étudiant à faire un semestre ou une année dans une autre université tout en demeurant rattaché à l’EPFL.
Cette directive est complétée par des règles de mobilité spécifiques à chaque section. Renseignez-vous auprès du responsable de la mobilité de votre section.";"This directive first outlines the concept of the EPFL Direction regarding student mobility.

It then states the rules applicable to vertical mobility – i.e. the admission of external students to EPFL Master studies – and finally the principles applicable to horizontal mobility, i.e. whereby a student spends one semester or one year at another university while still remaining enrolled at EPFL.
This directive is completed by the rules concerning mobility specific to each section. More information can be obtained from the person responsible for mobility in your section.";"Cette directive expose en préambule la vision qu’a la Direction de l’EPFL de la mobilité des étudiants.
Puis elle expose les règles applicables à la mobilité verticale – c’est-à-dire l’admission aux études de master de l’EPFL  des étudiants externes – et finalement les principes applicables à la mobilité horizontale, c’est-à-dire celle consistant pour un étudiant à faire un semestre ou une année dans une autre université tout en demeurant rattaché à l’EPFL.
Cette directive est complétée par des règles de mobilité spécifiques à chaque section. Renseignez-vous auprès du responsable de la mobilité de votre section.";"This directive first outlines the concept of the EPFL Direction regarding student mobility.

It then states the rules applicable to vertical mobility – i.e. the admission of external students to EPFL Master studies – and finally the principles applicable to horizontal mobility, i.e. whereby a student spends one semester or one year at another university while still remaining enrolled at EPFL.
This directive is completed by the rules concerning mobility specific to each section. More information can be obtained from the person responsible for mobility in your section."
Formation;Bachelor, Master, CMS;2.11.0.1;Ordonnance sur la formation menant au bachelor et au master de l'Ecole polytechnique fédérale de Lausanne;Ordinance on Bachelor and Master studies at the École polytechnique fédérale de Lausanne;Frédéric George;14.06.2004;01.09.2016;https://www.admin.ch/opc/fr/classified-compilation/20041651/index.html;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/2.11.0.1_o_RS414.132.3_formation_bachelor_master.pdf;"Fixe l’organisation des études à l’EPFL selon la Déclaration de Bologne et les directives de la Conférence suisse des hautes écoles :
1) les différentes étapes à passer : année propédeutique, cycle bachelor, cycle master et projet de master
2) la durée normale et la durée maximale admise d’études pour chaque étape de formation
3) et, sous forme de tabelle à la fin de l’ordonnance, la liste de toutes les sections, des titres de bachelor et de master décernés à l’EPFL et de la désignation professionnelle.

Durée des études
Les étudiants de l’EPFL doivent être attentifs à l’art. 12 car il impose l’acquisition des crédits requis pour chaque cycle dans une limite de temps maximum, faute de quoi il y a échec définitif (même s’il n’y a pas eu double tentative).";"This determines the organisation of studies at EPFL in accordance with the Bologna Declaration and the guidelines of the Conférence suisse des hautes écoles :
1) the different stages : preparatory first year (foundation year), Bachelor programme, Master programme and Master project
2) the normal and maximum durations of studies permitted for each stage
3) and, in the form of a table at the end of the ordinance, the list of all the sections, Bachelor and Master titles awarded at EPFL and the professional designations.

Study duration
EPFL students should pay attention to Art. 12 wich stipulates that the credits required for each stage must be acquired within a maximum time limit, failing which failure will be final (even without a second attempt).";"<p>Fixe l&rsquo;organisation des &eacute;tudes &agrave; l&rsquo;EPFL selon la D&eacute;claration de Bologne et les directives de la Conf&eacute;rence suisse des hautes &eacute;coles :<br />1) les diff&eacute;rentes &eacute;tapes &agrave; passer : ann&eacute;e prop&eacute;deutique, cycle bachelor, cycle master et projet de master<br />2) la dur&eacute;e normale et la dur&eacute;e maximale admise d&rsquo;&eacute;tudes pour chaque &eacute;tape de formation<br />3) et, sous forme de tabelle &agrave; la fin de l&rsquo;ordonnance, la liste de toutes les sections, des titres de bachelor et de master d&eacute;cern&eacute;s &agrave; l&rsquo;EPFL et de la d&eacute;signation professionnelle.</p>
<p><strong>Dur&eacute;e des &eacute;tudes</strong><br />Les &eacute;tudiants de l&rsquo;EPFL doivent &ecirc;tre attentifs &agrave; l&rsquo;art. 12 car il impose l&rsquo;acquisition des cr&eacute;dits requis pour chaque cycle dans une limite de temps maximum, faute de quoi il y a &eacute;chec d&eacute;finitif (m&ecirc;me s&rsquo;il n&rsquo;y a pas eu double tentative).</p>";"<p>This determines the organisation of studies at EPFL in accordance with the Bologna Declaration and the guidelines of the Conf&eacute;rence suisse des hautes &eacute;coles :<br />1) the different stages : preparatory first year (foundation year), Bachelor programme, Master programme and Master project<br />2) the normal and maximum durations of studies permitted for each stage<br />3) and, in the form of a table at the end of the ordinance, the list of all the sections, Bachelor and Master titles awarded at EPFL and the professional designations.</p>
<p><strong>Study duration</strong><br />EPFL students should pay attention to Art. 12 wich stipulates that the credits required for each stage must be acquired within a maximum time limit, failing which failure will be final (even without a second attempt).</p>"
Formation;Bachelor, Master, CMS;2.11.2;Directive sur les programmes de master et les mineurs à l'Ecole polytechnique fédérale de Lausanne;Directive on Master and Minor programmes at EPFL;Pierre-André Besse;17.10.2005;01.01.2017;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/2.11.2_dir_programme_master_mineurs_specialisation_fr.pdf;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/LEX-2.11.2_EN.pdf;Cette directive s’adresse directement aux facultés, respectivement collèges et sections, respectivement programmes lorsqu’ils souhaitent instituer de nouveaux programmes de master ou des mineurs.;This directive relates to the Schools and sections when they wish to introduce new Master or Minor programmes.;Cette directive s’adresse directement aux facultés, respectivement collèges et sections, respectivement programmes lorsqu’ils souhaitent instituer de nouveaux programmes de master ou des mineurs.;This directive relates to the Schools and sections when they wish to introduce new Master or Minor programmes.
Formation;Bachelor, Master, CMS;2.11.4;Directive concernant les langues d’enseignement à l’EPFL;Directive on Teaching Languages at EPFL;Frédéric George;01.09.2014;01.01.2017;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/2.11.4_dir_langues_fr.pdf;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/2.11.4_dir_langues_an.pdf;Ce texte fixe les règles concernant les langues utilisables pour l’enseignement et les examens à l’EPFL, règles différenciées suivant que ce soit le bachelor ou le master.;This text stipulates the rules concerning the languages that can be used for teaching and examinations at EPFL, different rules being applicable depending on whether Bachelor or Master studies are concerned.;Ce texte fixe les règles concernant les langues utilisables pour l’enseignement et les examens à l’EPFL, règles différenciées suivant que ce soit le bachelor ou le master.;This text stipulates the rules concerning the languages that can be used for teaching and examinations at EPFL, different rules being applicable depending on whether Bachelor or Master studies are concerned.
Formation;Bachelor, Master, CMS;2.11.5;Lignes directrices pour les conseillers d’études, délégués à la mobilité, délégués de classe et coaches à l’EPFL;Guidelines for study advisers, exchange delegates, class delegates and coaches at EPFL;Frédéric George;17.10.2005;01.09.2017;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/2.11.5_dir_conseillers_etude_mobilite_coachs.pdf;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/LEX-2.11.5_EN.pdf;"Cet instrument est un guide qui détermine les compétences au sein du réseau des accompagnants aux études. Pour chaque fonction, il définit les compétences et tâches qui lui sont rattachées.

L’art. 4 al. 6 règle l’attestation décernée au délégué de classe par l’EPFL à la fin de l’exercice de sa fonction.";"This document determines the competences within the study support network. For each function, it defines the competences and tasks involved.

Art. 4 par. 6 concerns the attestation issued to class delegates by EPFL when they cease to exercise their function.";"<p>Cet instrument est un guide qui d&eacute;termine les comp&eacute;tences au sein du r&eacute;seau des accompagnants aux &eacute;tudes. Pour chaque fonction, il d&eacute;finit les comp&eacute;tences et t&acirc;ches qui lui sont rattach&eacute;es.</p>
<p><strong>L&rsquo;art. 4 al. 6</strong> r&egrave;gle l&rsquo;attestation d&eacute;cern&eacute;e au d&eacute;l&eacute;gu&eacute; de classe par l&rsquo;EPFL &agrave; la fin de l&rsquo;exercice de sa fonction.</p>";"<p>This document determines the competences within the study support network. For each function, it defines the competences and tasks involved.</p>
<p><strong>Art. 4 par. 6</strong> concerns the attestation issued to class delegates by EPFL when they cease to exercise their function.</p>"
Formation;Bachelor, Master, CMS;2.11.6;"Directive relative à l’organisation des voyages d’études à l’EPFL
";Directive concerning the organisation of study trips at EPFL;Frédéric George;25.11.2004;01.01.2017;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/2.11.6_dir_organisation_voyages_etudes_fr.pdf;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/2.11.6_dir_organisation_voyages_etudes_en.pdf;Cette directive fixe les objectifs et modalités (notamment le financement) des voyages d’études.;This directive stipulates the objectives and conditions (particularly the financing) of study trips.;Cette directive fixe les objectifs et modalités (notamment le financement) des voyages d’études.;This directive stipulates the objectives and conditions (particularly the financing) of study trips.
Formation;Bibliothèque;2.2.1;Règlement d'utilisation de la Bibliothèque de l'EPFL au Rolex Learning Center;Regulations of use of the Bibliothèque de l’EPFL at the Rolex Learning Center;Isabelle Kratz;13.04.2018;13.04.2018;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/2.2.1_r_utilisation_bibliotheque_EPFL_fr.pdf;https://www.epfl.ch/about/overview/wp-content/uploads/2019/09/LEX-2.2.1_EN.pdf;Ce règlement définit les conditions d’utilisation de la bibliothèque de l’EPFL.;These regulations concern the use of the EPFL library.;Ce règlement définit les conditions d’utilisation de la bibliothèque de l’EPFL.;These regulations concern the use of the EPFL library.
